#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG10637	Numb-associated kinase (Nak) encodes an Ark family member that regulates the product of numb function. It contributes to dendrite development by regulating clathrin localization. [Date last reviewed: 2019-03-14]	2L	18968744	18957732	-1	Numb-associated kinase	Nak
CG10637	Numb-associated kinase (Nak) encodes an Ark family member that regulates the product of numb function. It contributes to dendrite development by regulating clathrin localization. [Date last reviewed: 2019-03-14]	2L	18968744	18957732	-1	Numb-associated kinase	Nak
CG17223	-	2L	3023141	3021309	-1	alpha1,4-galactosyltransferase 1	alpha4GT1
CG17223	-	2L	3023141	3021309	-1	alpha1,4-galactosyltransferase 1	alpha4GT1
CG10188	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19508764	19502335	-1	cysts	cyst
CG10188	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19508764	19502335	-1	cysts	cyst
CG3277	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3317418	3304100	1	-	CG3277
CG8965	rau (rau) encodes a protein that sustains RTK signaling downstream of the product of htl or Egfr. This effect is mediated by the two Ras association (RA) domains that together show a binding preference for GTP-loaded Ras. rau depletion produces a rough eye phenotype and reduced differentiation of retinal wrapping glia. [Date last reviewed: 2019-03-14]	2L	5879498	5859769	-1	rau	rau
CG8965	rau (rau) encodes a protein that sustains RTK signaling downstream of the product of htl or Egfr. This effect is mediated by the two Ras association (RA) domains that together show a binding preference for GTP-loaded Ras. rau depletion produces a rough eye phenotype and reduced differentiation of retinal wrapping glia. [Date last reviewed: 2019-03-14]	2L	5879498	5859769	-1	rau	rau
CG10158	-	2L	6945289	6943178	-1	Fibroblast growth factor receptor 1 oncogene partner 2	Fgop2
CG10158	-	2L	6945289	6943178	-1	Fibroblast growth factor receptor 1 oncogene partner 2	Fgop2
CG5899	Etl1 (Etl1) encodes a protein belonging to the Etl1 subfamily of the Snf2 family of helicase-related proteins. It mediates nucleosomal H2A acetylation in an ATP-dependent fashion via the product of nej, resulting in transcriptional regulation. [Date last reviewed: 2018-11-15]	2L	9912608	9908830	-1	Etl1	Etl1
CG5899	Etl1 (Etl1) encodes a protein belonging to the Etl1 subfamily of the Snf2 family of helicase-related proteins. It mediates nucleosomal H2A acetylation in an ATP-dependent fashion via the product of nej, resulting in transcriptional regulation. [Date last reviewed: 2018-11-15]	2L	9912608	9908830	-1	Etl1	Etl1
CG7121	Tehao (Tehao) encodes a homologue of the receptor encoded by Tl. It is involved in the Toll signaling pathway and innate immune response. [Date last reviewed: 2019-09-12]	2L	13439930	13435622	1	Tehao	Tehao
CG7121	Tehao (Tehao) encodes a homologue of the receptor encoded by Tl. It is involved in the Toll signaling pathway and innate immune response. [Date last reviewed: 2019-09-12]	2L	13439930	13435622	1	Tehao	Tehao
CG5375	Schwannomin interacting protein 1 (Schip1) encodes a protein that is involved in negative regulation of organ growth by promoting the Hippo signaling pathway. It binds to the products of ex and Tao, activating the phosphorylation of the kinase encoded by hpo. [Date last reviewed: 2018-11-15]	2L	10331116	10328200	-1	Schwannomin interacting protein 1	Schip1
CG5375	Schwannomin interacting protein 1 (Schip1) encodes a protein that is involved in negative regulation of organ growth by promoting the Hippo signaling pathway. It binds to the products of ex and Tao, activating the phosphorylation of the kinase encoded by hpo. [Date last reviewed: 2018-11-15]	2L	10331116	10328200	-1	Schwannomin interacting protein 1	Schip1
CG5375	-	-	-	-	-	-	Dyak\GE26075
CG4926	Ror (Ror) encodes a transmembrane receptor tyrosine kinase structurally related to vertebrate neural-specific Wnt-binding Ror receptors. It is primarily expressed in the nervous system and it is likely to signal through the ERK MAP kinase pathway. [Date last reviewed: 2018-09-13]	2L	10254686	10251843	1	Ror	Ror
CG4926	Ror (Ror) encodes a transmembrane receptor tyrosine kinase structurally related to vertebrate neural-specific Wnt-binding Ror receptors. It is primarily expressed in the nervous system and it is likely to signal through the ERK MAP kinase pathway. [Date last reviewed: 2018-09-13]	2L	10254686	10251843	1	Ror	Ror
CG12292	spichthyin (spict) encodes a BMP signaling pathway regulator involved in synaptic growth regulation at neuromuscular junctions. [Date last reviewed: 2019-09-19]	2L	12706683	12704725	1	spichthyin	spict
CG12292	spichthyin (spict) encodes a BMP signaling pathway regulator involved in synaptic growth regulation at neuromuscular junctions. [Date last reviewed: 2019-09-19]	2L	12706683	12704725	1	spichthyin	spict
CG12292	-	-	-	-	-	-	Dyak\GE18599
CG3048	TNF-receptor-associated factor 4 (Traf4) encodes an adapter protein thought to bind the TNF receptor and activate downstream signaling. However, it also has TNF independent roles, especially with respect to morphogenesis. The product of Traf4 interacts with and localizes polarity and adherens junction proteins such as the products of baz and arm respectively. It is required for normal embryonic development, cell death, and cell growth. [Date last reviewed: 2019-03-14]	2L	4380716	4361925	1	TNF-receptor-associated factor 4	Traf4
CG3048	TNF-receptor-associated factor 4 (Traf4) encodes an adapter protein thought to bind the TNF receptor and activate downstream signaling. However, it also has TNF independent roles, especially with respect to morphogenesis. The product of Traf4 interacts with and localizes polarity and adherens junction proteins such as the products of baz and arm respectively. It is required for normal embryonic development, cell death, and cell growth. [Date last reviewed: 2019-03-14]	2L	4380716	4361925	1	TNF-receptor-associated factor 4	Traf4
CG33531	-	2L	6323466	6253123	1	Discoidin domain receptor	Ddr
CG33531	-	2L	6323466	6253123	1	Discoidin domain receptor	Ddr
CG6187	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10482975	10477073	1	RluA pseudouridine synthase 2	RluA-2
CG6187	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10482975	10477073	1	RluA pseudouridine synthase 2	RluA-2
CG14396	Ret oncogene (Ret) encodes a cell surface receptor mediating dendrite development of class IV dendritic arborization sensory neurons. It interacts with integrins and mediates rac1 signaling to promote dendrite adhesion to the extracellular matrix. [Date last reviewed: 2019-03-14]	2L	21198762	21182446	-1	Ret oncogene	Ret
CG14396	Ret oncogene (Ret) encodes a cell surface receptor mediating dendrite development of class IV dendritic arborization sensory neurons. It interacts with integrins and mediates rac1 signaling to promote dendrite adhesion to the extracellular matrix. [Date last reviewed: 2019-03-14]	2L	21198762	21182446	-1	Ret oncogene	Ret
CG4705	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11095096	11091444	1	WD repeat domain 59	Wdr59
CG4705	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11095096	11091444	1	WD repeat domain 59	Wdr59
CG34393	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	3200496	3175112	-1	-	CG34393
CG16987	dawdle (daw) encodes an Activin- like ligand of the TGF beta superfamily that is required for proper tricarboxylic acid cycle function in the fat body and also regulates insulin release from IPC neurons. [Date last reviewed: 2019-03-07]	2L	2812376	2805261	1	dawdle	daw
CG16987	dawdle (daw) encodes an Activin- like ligand of the TGF beta superfamily that is required for proper tricarboxylic acid cycle function in the fat body and also regulates insulin release from IPC neurons. [Date last reviewed: 2019-03-07]	2L	2812376	2805261	1	dawdle	daw
CG3469	β subunit of type I geranylgeranyl transferase (βggt-I) encodes a protein involved in embryonic heart tube development. [Date last reviewed: 2019-09-19]	2L	4948324	4945579	1	beta subunit of type I geranylgeranyl transferase	betaggt-I
CG3469	β subunit of type I geranylgeranyl transferase (βggt-I) encodes a protein involved in embryonic heart tube development. [Date last reviewed: 2019-09-19]	2L	4948324	4945579	1	beta subunit of type I geranylgeranyl transferase	betaggt-I
CG7793	-	2L	13819824	13813816	1	Son of sevenless	Sos
CG7793	-	2L	13819824	13813816	1	Son of sevenless	Sos
CG9124	-	2L	5053094	5051193	-1	eukaryotic translation initiation factor 3 subunit h	eIF3h
CG9124	-	2L	5053094	5051193	-1	eukaryotic translation initiation factor 3 subunit h	eIF3h
CG2976	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4830693	4829214	-1	Farnesyl transferase alpha subunit	Fnta
CG2976	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	4830693	4829214	-1	Farnesyl transferase alpha subunit	Fnta
CG10702	-	2L	19069851	19064832	-1	-	CG10702
CG3478	pickpocket (ppk) encodes an acid-sensing sodium channel from the degenerin/epithelial sodium channel (DEG/ENaC) family. It contributes to mechanical nociception, larval behavior and dendrite morphogenesis. [Date last reviewed: 2019-03-14]	2L	14381172	14378218	-1	pickpocket	ppk
CG3478	pickpocket (ppk) encodes an acid-sensing sodium channel from the degenerin/epithelial sodium channel (DEG/ENaC) family. It contributes to mechanical nociception, larval behavior and dendrite morphogenesis. [Date last reviewed: 2019-03-14]	2L	14381172	14378218	-1	pickpocket	ppk
CG9031	icarus (ics) encodes RSU1 (Ras suppressor 1), an adapter protein that participates in integrin-dependent processes by interacting with the integrin effector protein encoded by stck. [Date last reviewed: 2019-03-07]	2L	13642602	13639447	-1	icarus	ics
CG9031	icarus (ics) encodes RSU1 (Ras suppressor 1), an adapter protein that participates in integrin-dependent processes by interacting with the integrin effector protein encoded by stck. [Date last reviewed: 2019-03-07]	2L	13642602	13639447	-1	icarus	ics
CG13388	A kinase anchor protein 200 (Akap200) encodes a scaffolding protein that contributes to the spatial and temporal regulation of the Protein Kinase A holoenzyme. It regulates the Notch signaling and the organization of the actin cytoskeleton. [Date last reviewed: 2019-09-12]	2L	8431297	8415690	1	A kinase anchor protein 200	Akap200
CG13388	A kinase anchor protein 200 (Akap200) encodes a scaffolding protein that contributes to the spatial and temporal regulation of the Protein Kinase A holoenzyme. It regulates the Notch signaling and the organization of the actin cytoskeleton. [Date last reviewed: 2019-09-12]	2L	8431297	8415690	1	A kinase anchor protein 200	Akap200
CG3727	-	2L	833241	825969	1	dreadlocks	dock
CG3727	-	2L	833241	825969	1	dreadlocks	dock
CG44086	Rap GTPase activating protein 1 (RapGAP1) encodes a small G protein that mediates the activation of ERK signaling via the kinase encoded by tor. [Date last reviewed: 2019-08-01]	2L	7578980	7497805	-1	Rap GTPase activating protein 1	RapGAP1
CG44086	Rap GTPase activating protein 1 (RapGAP1) encodes a small G protein that mediates the activation of ERK signaling via the kinase encoded by tor. [Date last reviewed: 2019-08-01]	2L	7578980	7497805	-1	Rap GTPase activating protein 1	RapGAP1
CG4226	Glutamate receptor IIC (GluRIIC) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction. It is required for the synaptic localization of the products of GluRIIA and GluRIIB and for synaptic transmission. [Date last reviewed: 2019-09-12]	2L	917805	914086	1	Glutamate receptor IIC	GluRIIC
CG4226	Glutamate receptor IIC (GluRIIC) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction. It is required for the synaptic localization of the products of GluRIIA and GluRIIB and for synaptic transmission. [Date last reviewed: 2019-09-12]	2L	917805	914086	1	Glutamate receptor IIC	GluRIIC
CG4244	-	2L	2044372	2037714	1	Suppressor of deltex	Su(dx)
CG4244	-	2L	2044372	2037714	1	Suppressor of deltex	Su(dx)
CG7219	Serpin 28Dc (Spn28Dc) encodes a hemolymphatic Serpin that negatively regulates an uncharacterized serine protease in the melanization cascade. [Date last reviewed: 2019-03-14]	2L	8007210	8004548	-1	Serpin 28Dc	Spn28Dc
CG7219	Serpin 28Dc (Spn28Dc) encodes a hemolymphatic Serpin that negatively regulates an uncharacterized serine protease in the melanization cascade. [Date last reviewed: 2019-03-14]	2L	8007210	8004548	-1	Serpin 28Dc	Spn28Dc
CG42282	-	2L	13963381	13957539	1	Nimrod A	NimA
CG42282	-	2L	13963381	13957539	1	Nimrod A	NimA
CG7234	Glutamate receptor IIB (GluRIIB) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction. [Date last reviewed: 2019-09-12]	2L	5563502	5559342	1	Glutamate receptor IIB	GluRIIB
CG7234	Glutamate receptor IIB (GluRIIB) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction. [Date last reviewed: 2019-09-12]	2L	5563502	5559342	1	Glutamate receptor IIB	GluRIIB
CG6380	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	17292202	17291075	-1	-	CG6380
CG7104	-	2L	7879552	7873495	-1	spatzle 3	spz3
CG7104	-	2L	7879552	7873495	-1	spatzle 3	spz3
CG7532	-	2L	14351513	14349020	-1	lethal (2) 34Fc	l(2)34Fc
CG7532	-	2L	14351513	14349020	-1	lethal (2) 34Fc	l(2)34Fc
CG14928	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11508649	11501715	1	spatzle 4	spz4
CG14928	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11508649	11501715	1	spatzle 4	spz4
CG9318	-	2L	20734309	20730416	-1	Transmembrane 9 superfamily protein member 2	TM9SF2
